mouth_open_px_mean,mouth_open_px_std,mouth_open_px_p95,mouth_width_px_mean,mouth_width_px_std,mouth_width_px_p95,jaw_left_y_px_mean,jaw_left_y_px_std,jaw_left_y_px_p95,jaw_right_y_px_mean,jaw_right_y_px_std,jaw_right_y_px_p95,mouth_open_smooth_mean,mouth_open_smooth_std,mouth_open_smooth_p95,jaw_lr_delta_abs_mean,pause_ratio,window_duration_sec,window_frame_count,sample_id,video_id,person_id,window_id,window_type,bite_id,food_type_synthetic,chunk_id
34.19092041937619,34.14831931678404,103.15504573783186,98.61587771605744,15.256281681842411,124.86234276169483,344.39125122479453,6.632353224436537,354.0763234913349,322.8648715571121,8.960660299803138,336.8816567957401,0.46675529268906774,34.0382972786179,103.30573592430002,12.01260843312103,0.5206081414882223,3.5569726525148213,162,1,1,,1_bite_0000,bite_centered,0.0,hard,v1_c0000
2.0567050869697594,18.807192889820904,25.146312889714427,86.15116554017527,5.829701228450563,93.43454326562347,343.6232164321524,3.9539649351792696,351.8986222445965,334.00221225348383,2.6924261173320057,338.83448550105095,5.08231783270224,0.25310179732355803,0.9154206120341694,53.85471357068502,0.5988892158921797,1.436044859710953,66,1,1,,1_bite_0001,bite_centered,1.0,hard,v1_c0000
5.539824921666241,6.945581969427798,24.13560492656318,88.04468511460693,2.738840312636631,91.93426244935256,341.7971539523866,5.050386169167034,351.0831220626831,334.0462534798516,2.277168858828631,338.12182664871216,23.052093835940596,10.700479745024323,6.290024346989888,55.08931990855889,0.4881416021185039,0.9720919050351072,45,1,1,,1_bite_0002,bite_centered,2.0,hard,v1_c0000
10.753026257157908,0.255856284483563,0.917114962170069,85.25165745827127,5.845541135379375,92.33331914376552,341.7767305446945,7.609916385183597,352.935674148798,327.8086617252299,7.117696594015593,339.1973320841789,3.6545757850667524,0.25310179732355803,0.9154206120341694,77.79923315056729,0.08984114684230918,5.766272436685519,262,1,1,,1_bite_0003,bite_centered,3.0,hard,v1_c0000
8.958697675969628,3.630828906436508,4.390922381531116,87.29738007799862,4.6051436595530495,92.8652032742825,325.3384603224695,2.610242054253978,327.6780612170696,316.26192131266,3.278346639698914,319.7711526453495,0.46675529268906774,4.486637618190066,45.47534675326389,36.90434493837696,0.30347739100405413,0.6848829330929167,32,1,1,,1_bite_0004,bite_centered,4.0,hard,v1_c0000
0.471039892526824,12.466719023182709,25.77317816477194,88.4606627188534,3.465407840901644,93.0006423962934,324.78598393440245,2.716671771575733,327.6886902093887,315.758233962059,3.765154819429131,321.4715424537659,4.458383961017703,6.037374736844836,4.311106936439846,13.449624664419115,0.423137478268033,0.5302319482009672,25,1,1,,1_bite_0005,bite_centered,5.0,hard,v1_c0000
1.085373468082948,1.8177704409270845,0.917114962170069,87.69004292857925,3.5695820040141006,93.0006423962934,324.8653748273849,2.80164725129659,328.45310299396516,316.48940430641176,4.755599646631172,324.9772894620895,0.46675529268906774,0.25310179732355803,0.9154206120341694,10.592888193197409,0.5486609101676041,0.5302319482009672,25,1,1,,1_bite_0006,bite_centered,6.0,hard,v1_c0000
0.46743449864267833,4.930158816585377,0.917114962170069,86.82377917559359,6.024929915489349,95.83909044214248,327.2915480345488,3.157114132919598,331.8451531112194,320.192988884449,5.584847119571003,329.44937244653704,3.6020512158074647,9.426485219962435,10.265470462905139,38.580284308917314,0.1859392483896812,1.745346829494851,80,1,1,,1_bite_0007,bite_centered,7.0,hard,v1_c0000
4.437083658436028,10.684756815732461,27.418754109589113,84.02661872561693,5.872064785158331,90.06952903631417,327.8243493663854,2.7512783575317257,331.76570241451265,318.36229822553435,3.354272375696906,326.0925419807434,0.46675529268906774,0.25310179732355803,6.795583380220048,39.96860591456617,0.17675057844847317,0.6186039395677945,29,1,1,,1_bite_0008,bite_centered,8.0,hard,v1_c0000
0.46743449864267833,0.255856284483563,34.55585177470226,85.51158784285309,4.901451525642049,90.54104265586564,330.0580620841777,3.1005761996711136,335.6582925796509,318.5481943703712,2.4136694825461564,323.3213032603264,30.067388588067757,0.25310179732355803,17.550604050814957,3.725297292817024,0.20263294506778093,1.0162779007185172,47,1,1,,1_bite_0009,bite_centered,9.0,hard,v1_c0000
