noise_level,model,fold,macro_f1,weighted_f1,soft_precision,soft_recall,soft_f1,soft_support,medium_precision,medium_recall,medium_f1,medium_support,hard_precision,hard_recall,hard_f1,hard_support,n_train,n_val,train_videos,val_videos,chunk_macro_f1,chunk_weighted_f1,chunk_acc,n_chunks
low,mamba,0,0.3672434545813706,0.3766489889689884,0.5107692307692308,0.39712918660287083,0.4468371467025572,418.0,0.26851851851851855,0.08682634730538923,0.13122171945701358,334.0,0.40029542097488924,0.7569832402234636,0.523671497584541,358.0,6967.0,1110.0,16.0,4.0,,,,
low,mamba,1,0.3762099225842183,0.38539896846508803,0.2988165680473373,0.5941176470588235,0.39763779527559057,340.0,0.4698205546492659,0.4143884892086331,0.44036697247706424,695.0,0.48186528497409326,0.2080536912751678,0.290625,447.0,6595.0,1482.0,16.0,4.0,,,,
low,mamba,2,0.4352144487419803,0.4384310593980065,0.4969574036511156,0.5390539053905391,0.5171503957783641,909.0,0.34446130500758726,0.2788697788697789,0.30821452817379497,814.0,0.4594894561598224,0.503037667071689,0.4802784222737819,823.0,5531.0,2546.0,15.0,5.0,,,,
low,mamba,3,0.3997685462542701,0.39816482477576487,0.4145873320537428,0.40298507462686567,0.4087038789025544,536.0,0.37697160883280756,0.3572496263079223,0.3668457405986186,669.0,0.4074074074074074,0.4414715719063545,0.42375601926163725,598.0,6274.0,1803.0,16.0,4.0,,,,
low,mamba,4,0.3992043132868653,0.3962488387640457,0.3646288209606987,0.5284810126582279,0.4315245478036176,316.0,0.3950617283950617,0.15571776155717762,0.22338568935427575,411.0,0.48643410852713176,0.6136919315403423,0.5427027027027027,409.0,6941.0,1136.0,17.0,3.0,,,,
low,mamba,mean,0.3955281370897409,0.3989785360743787,0.417151871096425,0.4923533652674655,0.44037075289253674,503.8,0.37096674308064814,0.25861040064978025,0.2940069300121534,584.6,0.44709833560866874,0.5046476204034034,0.4522067283645326,527.0,6461.6,1615.4,16.0,4.0,0.49151211107732856,0.48760314508545044,0.49612403100775193,129.0
low,mamba_ssm_v1,0,0.3443973443280306,0.3482910784005276,0.5151515151515151,0.284688995215311,0.3667180277349769,418.0,0.3005181347150259,0.17365269461077845,0.22011385199240988,334.0,0.3396501457725947,0.6508379888268156,0.446360153256705,358.0,6967.0,1110.0,16.0,4.0,,,,
low,mamba_ssm_v1,1,0.34343614668837236,0.37423720563551266,0.2621082621082621,0.27058823529411763,0.2662807525325615,340.0,0.4470314318975553,0.5525179856115108,0.4942084942084942,695.0,0.35661764705882354,0.21700223713646533,0.2698191933240612,447.0,6595.0,1482.0,16.0,4.0,,,,
low,mamba_ssm_v1,2,0.42986631814679827,0.43290588492971543,0.4887063655030801,0.5236523652365237,0.5055762081784386,909.0,0.31759656652360513,0.2727272727272727,0.29345670852610706,814.0,0.4765177548682703,0.5054678007290401,0.49056603773584906,823.0,5531.0,2546.0,15.0,5.0,,,,
low,mamba_ssm_v1,3,0.3839658344271771,0.38386967155934776,0.37751004016064255,0.35074626865671643,0.36363636363636365,536.0,0.3613569321533923,0.3662182361733931,0.3637713437268003,669.0,0.41467304625199364,0.43478260869565216,0.42448979591836733,598.0,6274.0,1803.0,16.0,4.0,,,,
low,mamba_ssm_v1,4,0.3648930232211766,0.3580096350595815,0.367983367983368,0.560126582278481,0.44416562107904645,316.0,0.2765957446808511,0.0948905109489051,0.14130434782608695,411.0,0.4571984435797665,0.5745721271393643,0.5092091007583965,409.0,6941.0,1136.0,17.0,3.0,,,,
low,mamba_ssm_v1,mean,0.373311733362311,0.379462695116937,0.4022919101813736,0.39796048933622996,0.3892753946322774,503.8,0.34061976199408595,0.29200134001437206,0.30257094925597966,584.6,0.4089314075062897,0.4765325525054675,0.42808885619867587,527.0,6461.6,1615.4,16.0,4.0,0.4464736113481633,0.4419830707235892,0.4496124031007752,129.0
